package_being_analyzed,package,fun_name,fun_id,trace_hash,type_hash,dispatch,count,arg_t_r,arg_c_r,arg_a_r,arg_t0,arg_c0,arg_a0,arg_t1,arg_c1,arg_a1,arg_t2,arg_c2,arg_a2,arg_t3,arg_c3,arg_a3,arg_t4,arg_c4,arg_a4,arg_t5,arg_c5,arg_a5,arg_t6,arg_c6,arg_a6,arg_t7,arg_c7,arg_a7,arg_t8,arg_c8,arg_a8,arg_t9,arg_c9,arg_a9,arg_t10,arg_c10,arg_a10,arg_t11,arg_c11,arg_a11,arg_t12,arg_c12,arg_a12,arg_t13,arg_c13,arg_a13,arg_t14,arg_c14,arg_a14,arg_t15,arg_c15,arg_a15,arg_t16,arg_c16,arg_a16,arg_t17,arg_c17,arg_a17,arg_t18,arg_c18,arg_a18,arg_t19,arg_c19,arg_a19
anapuce,base,if,if,13970980743389338e3,3745656514513405400,None,1,integer[3]@NA-free,{},{},symbol,{},{},LANGSXP,{},{},symbol,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,.doSortWrap,QHwo9iwjnRgWwTe#mzNu1g==,3006825463237179e3,8329538232373573e3,None,1,integer[3]@NA-free,{},{},integer[3]@NA-free,{},{},logical[1]@NA-free,{},{},NULL,{},{},NULL,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,unique.default,vhQnrCKQJxfCqJLH9kVwjg==,12641980294155645e3,1851018676089989600,None,1,integer[3]@NA-free,{},{},integer[100]@NA-free,{},{},logical[1]@NA-free,{},{},logical[1]@NA-free,{},{},NULL,{},{},missing,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,if,if,1039744109135913e4,1338876928066150100,None,3,integer[3]@NA-free,{},{},LANGSXP,{},{},LANGSXP,{},{},symbol,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,.Internal,.Internal,11944077231242674e3,7500509938890086e3,None,130,double[3]@NA-free,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,anapuce,mixgamma,2CJpv0#KFSwJB7BK8JidtQ==,11966726346475831e3,3975871897123946500,None,1,list<double>[8]@NULL-free,{},{names},double[100]@NA-free,{},{names},double[100]@NA-free,{},{names},double[2]@NA-free,{},{dim-dimnames},double[2]@NA-free,{},{},double[1]@NA-free,{},{},double[1]@NA-free,{},{},logical[1]@NA-free,{},{},double[1]@NA-free,{},{},character[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,if,if,15986520305863254e3,14642291164956953e3,None,4,double[100-1],{},{dim-dimnames},LANGSXP,{},{},LANGSXP,{},{srcref-srcfile-wholeSrcref},LANGSXP,{},{srcref-srcfile-wholeSrcref},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,{,{,1830346069472853e4,13601210396765047e3,None,7,double[100-1],{},{dim-dimnames},LANGSXP,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,if,if,3469154620684825e3,1074923582034224500,None,4,integer[100]@NA-free,{},{names},LANGSXP,{},{},LANGSXP,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,unlist,OCOgzwi1uK86r+tEmopbbg==,10105481144522529e3,11906955096136743e3,None,4,integer[100]@NA-free,{},{},list<integer>[100]@NULL-free,{},{},logical[1]@NA-free,{},{},logical[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,!=,!=,2889171029797262e3,3663329655499418e3,None,4,logical[100]@NA-free,{},{},integer[100]@NA-free,{},{},integer[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,lengths,I1lMDV0txYINCl#PLi5akQ==,13229040995253084e3,6329559923164399e3,None,4,integer[100]@NA-free,{},{},list<integer>[100]@NULL-free,{},{},logical[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,names,names,14818543023466158e3,14651164641781754e3,None,4,NULL,{},{},integer[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,[[<-,[[<-,7073884036391263e3,7070748828870748e3,None,4,list<integer>[100]@NULL-free,{},{},symbol,{},{},symbol,{},{},unused,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,<-,<-,14672595826846757e3,16479389824313602e3,None,401,integer[1]@NA-free,{},{},LANGSXP,{},{},symbol,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,is.object,is.object,3671687799306768400,13630024808266002e3,None,1,logical[1]@NA-free,{},{},integer[8]@NA-free,{factor},{levels-class},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,FUN,azXw8Dt78nR3WZqP3LMa+A==,2539930791375649,1305131180566647e4,None,100,integer[1]@NA-free,{},{},double[2]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,dimnames<-,dimnames<-,16842914840964925e3,3799341716794492e3,None,1,double[2-100],{},{dim-dimnames},double[2-100],{},{dim-dimnames},list<NULL>[2],{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,vector,beFlQXCv0LiPludG9b3f3w==,17276931031923667e3,580044120158594700,None,4,list<NULL>[100],{},{},character[1]@NA-free,{},{},double[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,.Internal,.Internal,14436735001835526e3,7023784974046358e3,None,4,list<NULL>[100],{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,<-,<-,7900532744767368e3,4664901814200111e3,None,1,double[2-100],{},{dim},symbol,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,dim<-,dim<-,16087049681334983e3,6941039713942086e3,None,1,double[2-100],{},{dim},double[2-100],{},{dim},double[2]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,is.object,is.object,6322910503834925e3,15395258713410929e3,None,1,logical[1]@NA-free,{},{},double[100-2],{},{dim-dimnames},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,$,$,9015945936650127e3,3906880014155023e3,None,2,double[100-2],{},{dim-dimnames},symbol,{},{},symbol,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,$,$,1407075667428432e4,1502168781502278700,None,4,double[2]@NA-free,{},{},symbol,{},{},symbol,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,/,/,16672992391779455e3,7733331083979219e3,None,1,double[2]@NA-free,{},{},double[2]@NA-free,{},{},double[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,tabulate,6f#uas+eYfYLMjixim6uNQ==,548875159994674e3,18292130295655981e3,None,1,integer[3]@NA-free,{},{},integer[100]@NA-free,{},{},integer[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,as.environment,as.environment,8536161419973364e3,11384991660637116e3,None,4,environment,{},{},double[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,.Primitive,c,13497783127728828e3,5175249280219876e3,None,4,character[1]@NA-free,{},{},character[0]@NA-free,{},{},character[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,.Primitive,.Primitive,3840946369657152e3,14038814981868007e3,None,4,builtin,{},{},character[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,FUN,R2Wrm+pui+4QlU8VficdFQ==,17748105661573313e3,14007889932626766e3,None,4,logical[1]@NA-free,{},{},symbol,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,is.symbol,is.symbol,5256600017591229e3,14007889932626766e3,None,4,logical[1]@NA-free,{},{},symbol,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,if,if,5469556562416986e3,9561220960398901e3,None,8,list<symbol>[1]@NULL-free,{},{},LANGSXP,{},{},symbol,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,:,:,7074657193642787e3,2564323766382584e3,None,3,integer[24]@NA-free,{},{},integer[1]@NA-free,{},{},integer[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,typeof,D05bQgaARkODsNrG9LJVdw==,800958180863676300,1041390069144097e4,None,8,character[1]@NA-free,{},{},pairlist,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,is.vector,mfNRpgdHV5oPlmKthsYUXA==,15530160981888657e3,4968057734566286e3,None,8,logical[1]@NA-free,{},{},pairlist,{},{},character[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,length,length,4891686613441362e3,167692144228359330,None,4,integer[1]@NA-free,{},{},pairlist,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,$,$,18429839287288127e3,8545682731075062e3,None,4,pairlist,{},{},LANGSXP,{},{},symbol,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,match.call,lBPUGckcNDaWgIrNwJrliw==,2923147056951939e3,1574724899088561e4,None,4,LANGSXP,{},{},closure@fn-id;vEF3ck1bKVJ7ptwUWkicSw==,{},{},LANGSXP,{},{srcref},logical[1]@NA-free,{},{},environment,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,<-,<-,16379809243311684e3,8124803717949765e3,None,4,list<double>[9]@NULL-free,{},{},symbol,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,[[<-,[[<-,9651654345888358e3,2483309133919181300,None,4,list<double>[8]@NULL-free,{},{},symbol,{},{},symbol,{},{},unused,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,<-,<-,1576198677396691500,9262267608249078e3,None,4,list<double>[7]@NULL-free,{},{},symbol,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,+,+,234749274770930270,12243582657152154e3,None,14,double[4]@NA-free,{},{},double[4]@NA-free,{},{},double[4]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,abs,abs,9044498933435873e3,13184637936059384e3,None,9,double[4]@NA-free,{},{},double[4]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,/,/,1037678995232228500,12243582657152154e3,None,36,double[4]@NA-free,{},{},double[4]@NA-free,{},{},double[4]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,apply,R6catu641DxDtEoKlu6ncQ==,1644440058522589e4,17466955299935795e3,None,9,double[100-2],{},{dim-dimnames},double[1-2],{},{dim},double[1]@NA-free,{},{},closure@fn-id;KpPwSgf#rQk9uRYgWtIoIw==,{},{srcref},double[100]@NA-free,{},{names},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,if,if,16937619001445902e3,1664391448162937300,None,23,double[8]@NA-free,{},{},LANGSXP,{},{},LANGSXP,{},{},symbol,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,if,if,1604254537179325200,15224369697052768e3,None,105,list<any>[2],{},{},LANGSXP,{},{},symbol,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,FUN,is.null,5808044488757017e3,4019207637812847600,None,107,logical[1]@NA-free,{},{},NULL,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,if,if,776688162321396e4,7758491822043087e3,None,106,list<NULL>[1],{},{},LANGSXP,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,vector,beFlQXCv0LiPludG9b3f3w==,2343740606905134e3,6343451494366957e3,None,108,list<NULL>[1],{},{},character[1]@NA-free,{},{},integer[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,aperm.default,CXSbvHvsMgtBQuPIC0xJUw==,9723888717999536e3,5982775584433448e3,S3,9,double[1-2],{},{dim},double[1-2],{},{dim},integer[2]@NA-free,{},{},logical[1]@NA-free,{},{},missing,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,dimnames,dimnames,5765707003405655e3,1112677020985051e4,None,9,NULL,{},{},double[1-2],{},{dim},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,is.object,is.object,4086260275783387600,17490425322148274e3,None,9,logical[1]@NA-free,{},{},double[1-2],{},{dim},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,as.matrix.default,DJ6OeaiGoiXZyzzUMmaWIA==,2006984430364824e3,349990141321381100,S3,9,double[2-1],{},{dim},double[2]@NA-free,{},{},missing,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
